,PHOT,WTOF,WTON,HROR,WAVE,SOTH
2015-01-02 05:00:00+00:00,0,0.929775281,0.792215596,0.43,0.39,0
2015-01-02 06:00:00+00:00,0,0.928370787,0.753930357,0.44,0.43,0
2015-01-02 07:00:00+00:00,0,0.827247191,0.733448241,0.43,0.45,0
2015-01-02 08:00:00+00:00,0.002370471,0.707865169,0.660451003,0.43,0.48,0.002370471
2015-01-02 09:00:00+00:00,0.024043346,0.540730337,0.544731588,0.47,0.52,0.024043346
2015-01-02 10:00:00+00:00,0.057229936,0.887640449,0.454827251,0.46,0.52,0.057229936
2015-01-02 11:00:00+00:00,0.111412123,0.914325843,0.421889152,0.45,0.52,0.111412123
2015-01-02 12:00:00+00:00,0.187944463,0.922752809,0.469946456,0.48,0.55,0.187944463
2015-01-02 13:00:00+00:00,0.197426346,0.928370787,0.430778736,0.49,0.54,0.197426346
2015-01-02 14:00:00+00:00,0.117507619,0.933988764,0.405852455,0.48,0.54,0.117507619
2015-01-02 15:00:00+00:00,0.018963766,0.933988764,0.407627291,0.5,0.58,0.018963766
2015-01-02 16:00:00+00:00,0,0.931179775,0.405842063,0.5,0.58,0
2015-01-02 17:00:00+00:00,0,0.922752809,0.417406778,0.46,0.59,0
2015-01-02 18:00:00+00:00,0,0.89747191,0.41028158,0.44,0.62,0
2015-01-02 19:00:00+00:00,0,0.89747191,0.380017336,0.46,0.6,0
2015-01-02 20:00:00+00:00,0,0.872191011,0.362213292,0.5,0.57,0
2015-01-02 21:00:00+00:00,0,0.820224719,0.302582169,0.5,0.57,0
2015-01-02 22:00:00+00:00,0,0.71488764,0.248292189,0.47,0.56,0
2015-01-02 23:00:00+00:00,0,0.646067416,0.234050214,0.51,0.52,0
2015-01-03 00:00:00+00:00,0,0.539325843,0.169973455,0.53,0.48,0
2015-01-03 01:00:00+00:00,0,0.391853933,0.179760201,0.49,0.44,0
2015-01-03 02:00:00+00:00,0,0.471910112,0.233151335,0.5,0.42,0
2015-01-03 03:00:00+00:00,0,0.523876405,0.323916029,0.49,0.45,0
2015-01-03 04:00:00+00:00,0,0.655898876,0.419127739,0.46,0.43,0
2015-01-03 05:00:00+00:00,0,0.671348315,0.438699215,0.47,0.43,0
2015-01-03 06:00:00+00:00,0,0.574438202,0.328352816,0.51,0.46,0
2015-01-03 07:00:00+00:00,0,0.52247191,0.328348612,0.48,0.44,0
2015-01-03 08:00:00+00:00,0.001354555,0.662921348,0.26516703,0.47,0.48,0.001354555
2015-01-03 09:00:00+00:00,0.005418219,0.540730337,0.203766687,0.46,0.48,0.005418219
2015-01-03 10:00:00+00:00,0.009820522,0.349719101,0.108555535,0.43,0.51,0.009820522
2015-01-03 11:00:00+00:00,0.018625127,0.448033708,0.10677457,0.4,0.49,0.018625127
2015-01-03 12:00:00+00:00,0.025736539,0.383426966,0.13168695,0.4,0.51,0.025736539
2015-01-03 13:00:00+00:00,0.024720623,0.230337079,0.124567142,0.39,0.51,0.024720623
2015-01-03 14:00:00+00:00,0.009820522,0.014044944,0.201084384,0.41,0.5,0.009820522
2015-01-03 15:00:00+00:00,0.001354555,0.011235955,0.350558555,0.42,0.49,0.001354555
2015-01-03 16:00:00+00:00,0,0.036516854,0.321192941,0.44,0.52,0
2015-01-03 17:00:00+00:00,0,0.33988764,0.180613109,0.46,0.54,0
2015-01-03 18:00:00+00:00,0,0.362359551,0.228655049,0.49,0.53,0
2015-01-03 19:00:00+00:00,0,0.386235955,0.17349091,0.52,0.53,0
2015-01-03 20:00:00+00:00,0,0.405898876,0.076512961,0.53,0.57,0
2015-01-03 21:00:00+00:00,0,0.262640449,0.085408724,0.53,0.57,0
2015-01-03 22:00:00+00:00,0,0.318820225,0.089855945,0.49,0.56,0
2015-01-03 23:00:00+00:00,0,0.375,0.134337366,0.53,0.55,0
2015-01-04 00:00:00+00:00,0,0.332865169,0.165473049,0.51,0.58,0
2015-01-04 01:00:00+00:00,0,0.245786517,0.151236872,0.52,0.61,0
2015-01-04 02:00:00+00:00,0,0.233146067,0.155683023,0.55,0.58,0
2015-01-04 03:00:00+00:00,0,0.219101124,0.165466696,0.52,0.56,0
2015-01-04 04:00:00+00:00,0,0.158707865,0.17169174,0.53,0.55,0
2015-01-04 05:00:00+00:00,0,0.183988764,0.12543122,0.51,0.51,0
2015-01-04 06:00:00+00:00,0,0.167134832,0.09696332,0.54,0.54,0
2015-01-04 07:00:00+00:00,0,0.133426966,0.110305484,0.53,0.54,0
2015-01-04 08:00:00+00:00,0.023704707,0.08988764,0.117420464,0.56,0.54,0.023704707
2015-01-04 09:00:00+00:00,0.104977989,0.051966292,0.100517748,0.52,0.58,0.104977989
2015-01-04 10:00:00+00:00,0.197426346,0.037921348,0.083615464,0.55,0.54,0.197426346
2015-01-04 11:00:00+00:00,0.26786319,0.042134832,0.076498275,0.59,0.56,0.26786319
2015-01-04 12:00:00+00:00,0.281408737,0.037921348,0.059596731,0.63,0.55,0.281408737
2015-01-04 13:00:00+00:00,0.223162885,0.030898876,0.054259016,0.65,0.57,0.223162885
2015-01-04 14:00:00+00:00,0.120555367,0.043539326,0.056037283,0.68,0.55,0.120555367
2015-01-04 15:00:00+00:00,0.024043346,0.03511236,0.057815504,0.7,0.53,0.024043346
2015-01-04 16:00:00+00:00,0,0.042134832,0.095171997,0.73,0.57,0
2015-01-04 17:00:00+00:00,0,0.042134832,0.100507459,0.7,0.53,0
2015-01-04 18:00:00+00:00,0,0.103932584,0.071154813,0.73,0.56,0
2015-01-04 19:00:00+00:00,0,0.181179775,0.090721225,0.72,0.53,0
2015-01-04 20:00:00+00:00,0,0.252808989,0.119181261,0.76,0.57,0
2015-01-04 21:00:00+00:00,0,0.316011236,0.128963148,0.73,0.56,0
2015-01-04 22:00:00+00:00,0,0.195224719,0.163647694,0.74,0.53,0
2015-01-04 23:00:00+00:00,0,0.078651685,0.215229539,0.75,0.49,0
2015-01-05 00:00:00+00:00,0,0.103932584,0.251690828,0.77,0.45,0
2015-01-05 01:00:00+00:00,0,0.198033708,0.223228232,0.77,0.48,0
2015-01-05 02:00:00+00:00,0,0.290730337,0.275696679,0.73,0.5,0
2015-01-05 03:00:00+00:00,0,0.306179775,0.282807814,0.72,0.52,0
2015-01-05 04:00:00+00:00,0,0.18258427,0.249899305,0.75,0.52,0
2015-01-05 05:00:00+00:00,0,0.066011236,0.188533719,0.71,0.51,0
2015-01-05 06:00:00+00:00,0,0.139044944,0.209874474,0.7,0.53,0
2015-01-05 07:00:00+00:00,0,0.189606742,0.212539651,0.66,0.55,0
2015-01-05 08:00:00+00:00,0.024720623,0.301966292,0.230322449,0.67,0.54,0.024720623
2015-01-05 09:00:00+00:00,0.104977989,0.337078652,0.256997437,0.64,0.54,0.104977989
2015-01-05 10:00:00+00:00,0.195055875,0.308988764,0.23120581,0.65,0.55,0.195055875
2015-01-05 11:00:00+00:00,0.240094819,0.252808989,0.158285029,0.64,0.54,0.240094819
2015-01-05 12:00:00+00:00,0.231290213,0.237359551,0.109375335,0.63,0.58,0.231290213
2015-01-05 13:00:00+00:00,0.169319336,0.21488764,0.087143461,0.67,0.57,0.169319336
2015-01-05 14:00:00+00:00,0.087707416,0.233146067,0.080028685,0.64,0.53,0.087707416
2015-01-05 15:00:00+00:00,0.017270572,0.240168539,0.092476409,0.66,0.56,0.017270572
2015-01-05 16:00:00+00:00,0,0.196629214,0.096031966,0.68,0.59,0
2015-01-05 17:00:00+00:00,0,0.198033708,0.101365778,0.68,0.63,0
2015-01-05 18:00:00+00:00,0,0.237359551,0.116480238,0.65,0.65,0
2015-01-05 19:00:00+00:00,0,0.220505618,0.121813652,0.61,0.65,0
2015-01-05 20:00:00+00:00,0,0.172752809,0.120922955,0.58,0.67,0
2015-01-05 21:00:00+00:00,0,0.116573034,0.091580184,0.54,0.68,0
2015-01-05 22:00:00+00:00,0,0.108146067,0.078242263,0.58,0.7,0
2015-01-05 23:00:00+00:00,0,0.092696629,0.085354105,0.62,0.68,0
2015-01-06 00:00:00+00:00,0,0.122191011,0.102245797,0.63,0.7,0
2015-01-06 01:00:00+00:00,0,0.146067416,0.14492045,0.66,0.68,0
2015-01-06 02:00:00+00:00,0,0.148876405,0.184037727,0.65,0.69,0
2015-01-06 03:00:00+00:00,0,0.146067416,0.174255716,0.63,0.65,0
2015-01-06 04:00:00+00:00,0,0.141853933,0.168030148,0.62,0.68,0
2015-01-06 05:00:00+00:00,0,0.101123596,0.160026666,0.66,0.67,0
2015-01-06 06:00:00+00:00,0,0.108146067,0.204475903,0.62,0.66,0
2015-01-06 07:00:00+00:00,0,0.126404494,0.179580888,0.66,0.64,0
2015-01-06 08:00:00+00:00,0.023366068,0.148876405,0.279146919,0.67,0.65,0.023366068
2015-01-06 09:00:00+00:00,0.093464274,0.146067416,0.254251585,0.65,0.66,0.093464274
2015-01-06 10:00:00+00:00,0.174737555,0.221910112,0.23824669,0.68,0.66,0.174737555
2015-01-06 11:00:00+00:00,0.190653573,0.30758427,0.222242205,0.64,0.63,0.190653573
2015-01-06 12:00:00+00:00,0.165255672,0.353932584,0.159123384,0.67,0.6,0.165255672
2015-01-06 13:00:00+00:00,0.112766678,0.426966292,0.12267456,0.65,0.57,0.112766678
2015-01-06 14:00:00+00:00,0.045038943,0.592696629,0.136007012,0.63,0.61,0.045038943
2015-01-06 15:00:00+00:00,0.007450051,0.733146067,0.194674214,0.62,0.65,0.007450051
2015-01-06 16:00:00+00:00,0,0.83005618,0.266673595,0.61,0.66,0
2015-01-06 17:00:00+00:00,0,0.70505618,0.292448303,0.61,0.66,0
2015-01-06 18:00:00+00:00,0,0.706460674,0.360000146,0.6,0.64,0
2015-01-06 19:00:00+00:00,0,0.693820225,0.376884223,0.62,0.61,0
2015-01-06 20:00:00+00:00,0,0.676966292,0.329769478,0.61,0.59,0
2015-01-06 21:00:00+00:00,0,0.609550562,0.256879139,0.61,0.58,0
2015-01-06 22:00:00+00:00,0,0.391853933,0.193767946,0.63,0.58,0
2015-01-06 23:00:00+00:00,0,0.296348315,0.130658366,0.65,0.59,0
2015-01-07 00:00:00+00:00,0,0.280898876,0.110213811,0.68,0.57,0
2015-01-07 01:00:00+00:00,0,0.245786517,0.11554526,0.69,0.59,0
2015-01-07 02:00:00+00:00,0,0.126404494,0.128875758,0.68,0.6,0
2015-01-07 03:00:00+00:00,0,0.087078652,0.116431093,0.69,0.6,0
2015-01-07 04:00:00+00:00,0,0.132022472,0.10309797,0.65,0.57,0
2015-01-07 05:00:00+00:00,0,0.216292135,0.093320245,0.65,0.55,0
2015-01-07 06:00:00+00:00,0,0.323033708,0.103095334,0.63,0.58,0
2015-01-07 07:00:00+00:00,0,0.418539326,0.151974799,0.66,0.59,0
2015-01-07 08:00:00+00:00,0.029461565,0.521067416,0.23195857,0.69,0.59,0.029461565
2015-01-07 09:00:00+00:00,0.128005418,0.570224719,0.223068417,0.73,0.6,0.128005418
2015-01-07 10:00:00+00:00,0.238062987,0.58005618,0.125307748,0.75,0.6,0.238062987
2015-01-07 11:00:00+00:00,0.305113444,0.667134832,0.197290527,0.76,0.58,0.305113444
2015-01-07 12:00:00+00:00,0.265831358,0.775280899,0.171516149,0.74,0.62,0.265831358
2015-01-07 13:00:00+00:00,0.17609211,0.813202247,0.19639681,0.73,0.61,0.17609211
2015-01-07 14:00:00+00:00,0.080257365,0.882022472,0.247936694,0.74,0.58,0.080257365
2015-01-07 15:00:00+00:00,0.013884186,0.901685393,0.2843682,0.78,0.62,0.013884186
2015-01-07 16:00:00+00:00,0,0.907303371,0.356344346,0.75,0.61,0
2015-01-07 17:00:00+00:00,0,0.918539326,0.417655116,0.75,0.6,0
2015-01-07 18:00:00+00:00,0,0.91994382,0.478075702,0.72,0.6,0
2015-01-07 19:00:00+00:00,0,0.925561798,0.45052283,0.73,0.61,0
2015-01-07 20:00:00+00:00,0,0.924157303,0.503832701,0.7,0.57,0
2015-01-07 21:00:00+00:00,0,0.925561798,0.552698297,0.66,0.61,0
2015-01-07 22:00:00+00:00,0,0.926966292,0.634439775,0.64,0.61,0
2015-01-07 23:00:00+00:00,0,0.931179775,0.671751175,0.61,0.6,0
2015-01-08 00:00:00+00:00,0,0.925561798,0.666411298,0.59,0.59,0
2015-01-08 01:00:00+00:00,0,0.924157303,0.70549841,0.62,0.57,0
2015-01-08 02:00:00+00:00,0,0.925561798,0.703712341,0.62,0.54,0
2015-01-08 03:00:00+00:00,0,0.914325843,0.669051288,0.59,0.53,0
2015-01-08 04:00:00+00:00,0,0.922752809,0.641499145,0.56,0.51,0
2015-01-08 05:00:00+00:00,0,0.924157303,0.661926253,0.52,0.48,0
2015-01-08 06:00:00+00:00,0,0.911516854,0.669914115,0.54,0.45,0
2015-01-08 07:00:00+00:00,0,0.884831461,0.679678711,0.52,0.49,0
2015-01-08 08:00:00+00:00,0.001354555,0.884831461,0.69921609,0.54,0.5,0.001354555
2015-01-08 09:00:00+00:00,0.008465967,0.879213483,0.591705165,0.52,0.46,0.008465967
2015-01-08 10:00:00+00:00,0.010497799,0.445224719,0.777380484,0.5,0.45,0.010497799
2015-01-08 11:00:00+00:00,0.011852354,0.120786517,0.776482125,0.46,0.42,0.011852354
2015-01-08 12:00:00+00:00,0.01286827,0.491573034,0.789798384,0.43,0.41,0.01286827
2015-01-08 13:00:00+00:00,0.006434135,0.46488764,0.795118695,0.42,0.38,0.006434135
2015-01-08 14:00:00+00:00,0.006772774,0.258426966,0.75424262,0.46,0.39,0.006772774
2015-01-08 15:00:00+00:00,0.008804606,0.512640449,0.632525186,0.5,0.37,0.008804606
2015-01-08 16:00:00+00:00,0,0.484550562,0.456620492,0.46,0.4,0
2015-01-08 17:00:00+00:00,0,0.752808989,0.453949591,0.47,0.44,0
2015-01-08 18:00:00+00:00,0,0.884831461,0.457497166,0.47,0.42,0
2015-01-08 19:00:00+00:00,0,0.882022472,0.498354622,0.43,0.38,0
2015-01-08 20:00:00+00:00,0,0.872191011,0.545429283,0.46,0.41,0
2015-01-08 21:00:00+00:00,0,0.811797753,0.60849232,0.5,0.4,0
2015-01-08 22:00:00+00:00,0,0.651685393,0.577394094,0.54,0.37,0
2015-01-08 23:00:00+00:00,0,0.775280899,0.648449696,0.58,0.34,0
2015-01-09 00:00:00+00:00,0,0.745786517,0.710620723,0.6,0.38,0
2015-01-09 01:00:00+00:00,0,0.856741573,0.798549834,0.57,0.35,0
2015-01-09 02:00:00+00:00,0,0.911516854,0.788768845,0.55,0.36,0
2015-01-09 03:00:00+00:00,0,0.912921348,0.819847231,0.54,0.32,0
2015-01-09 04:00:00+00:00,0,0.912921348,0.89711281,0.55,0.28,0
2015-01-09 05:00:00+00:00,0,0.825842697,0.891772032,0.58,0.27,0
2015-01-09 06:00:00+00:00,0,0.863764045,0.891760638,0.59,0.28,0
2015-01-09 07:00:00+00:00,0,0.905898876,0.909513173,0.59,0.27,0
2015-01-09 08:00:00+00:00,0.000677277,0.904494382,0.892626036,0.55,0.26,0.000677277
2015-01-09 09:00:00+00:00,0.009143244,0.908707865,0.872186634,0.59,0.29,0.009143244
2015-01-09 10:00:00+00:00,0.022350152,0.917134832,0.850859593,0.61,0.27,0.022350152
2015-01-09 11:00:00+00:00,0.032170674,0.917134832,0.858842082,0.62,0.26,0.032170674
2015-01-09 12:00:00+00:00,0.038943447,0.914325843,0.848173433,0.61,0.22,0.038943447
2015-01-09 13:00:00+00:00,0.047070776,0.922752809,0.834840671,0.58,0.25,0.047070776
2015-01-09 14:00:00+00:00,0.017609211,0.928370787,0.838382473,0.59,0.24,0.017609211
2015-01-09 15:00:00+00:00,0.000677277,0.905898876,0.864126827,0.6,0.21,0.000677277
2015-01-09 16:00:00+00:00,0,0.603932584,0.86056341,0.59,0.22,0
2015-01-09 17:00:00+00:00,0,0.418539326,0.881866408,0.56,0.18,0
2015-01-09 18:00:00+00:00,0,0.418539326,0.90228079,0.6,0.21,0
2015-01-09 19:00:00+00:00,0,0.418539326,0.899605082,0.59,0.24,0
2015-01-09 20:00:00+00:00,0,0.418539326,0.874728219,0.59,0.22,0
2015-01-09 21:00:00+00:00,0,0.45505618,0.861396481,0.59,0.19,0
2015-01-09 22:00:00+00:00,0,0.766853933,0.881810081,0.62,0.23,0
2015-01-09 23:00:00+00:00,0,0.879213483,0.876470727,0.64,0.21,0
2015-01-10 00:00:00+00:00,0,0.896067416,0.877347535,0.66,0.2,0
2015-01-10 01:00:00+00:00,0,0.891853933,0.864904436,0.7,0.18,0
2015-01-10 02:00:00+00:00,0,0.728932584,0.852461656,0.72,0.16,0
2015-01-10 03:00:00+00:00,0,0.676966292,0.831139497,0.75,0.15,0
2015-01-10 04:00:00+00:00,0,0.637640449,0.839120505,0.77,0.11,0
2015-01-10 05:00:00+00:00,0,0.566011236,0.843549521,0.75,0.15,0
2015-01-10 06:00:00+00:00,0,0.519662921,0.83288352,0.75,0.18,0
2015-01-10 07:00:00+00:00,0,0.435393258,0.833760806,0.75,0.17,0
2015-01-10 08:00:00+00:00,0.003047748,0.424157303,0.826646853,0.71,0.14,0.003047748
2015-01-10 09:00:00+00:00,0.017270572,0.425561798,0.826636295,0.69,0.1,0.017270572
2015-01-10 10:00:00+00:00,0.032170674,0.425561798,0.806204263,0.68,0.1,0.032170674
2015-01-10 11:00:00+00:00,0.034202506,0.425561798,0.838157603,0.67,0.08,0.034202506
2015-01-10 12:00:00+00:00,0.036234338,0.633426966,0.843474103,0.68,0.08,0.036234338
2015-01-10 13:00:00+00:00,0.030138842,0.866573034,0.84346333,0.68,0.08,0.030138842
2015-01-10 14:00:00+00:00,0.022011514,0.887640449,0.842564713,0.71,0.08,0.022011514
2015-01-10 15:00:00+00:00,0.009143244,0.890449438,0.792835278,0.69,0.11,0.009143244
2015-01-10 16:00:00+00:00,0,0.891853933,0.664978767,0.71,0.07,0
2015-01-10 17:00:00+00:00,0,0.893258427,0.566423278,0.67,0.08,0
2015-01-10 18:00:00+00:00,0,0.891853933,0.490065292,0.66,0.11,0
2015-01-10 19:00:00+00:00,0,0.735955056,0.428801654,0.62,0.08,0
2015-01-10 20:00:00+00:00,0,0.266853933,0.376417349,0.66,0.08,0
2015-01-10 21:00:00+00:00,0,0.893258427,0.317820024,0.66,0.12,0
2015-01-10 22:00:00+00:00,0,0.893258427,0.334683293,0.63,0.08,0
2015-01-10 23:00:00+00:00,0,0.893258427,0.355097102,0.65,0.08,0
2015-01-11 00:00:00+00:00,0,0.893258427,0.4633958,0.69,0.08,0
2015-01-11 01:00:00+00:00,0,0.893258427,0.468716203,0.73,0.08,0
2015-01-11 02:00:00+00:00,0,0.893258427,0.532625247,0.74,0.08,0
2015-01-11 03:00:00+00:00,0,0.889044944,0.581441803,0.78,0.11,0
2015-01-11 04:00:00+00:00,0,0.886235955,0.656887695,0.75,0.08,0
2015-01-11 05:00:00+00:00,0,0.886235955,0.671082103,0.76,0.09,0
2015-01-11 06:00:00+00:00,0,0.886235955,0.70924306,0.8,0.08,0
2015-01-11 07:00:00+00:00,0,0.891853933,0.735863566,0.84,0.11,0
2015-01-11 08:00:00+00:00,0.013884186,0.893258427,0.733191247,0.83,0.11,0.013884186
2015-01-11 09:00:00+00:00,0.077209617,0.891853933,0.715429297,0.87,0.11,0.077209617
2015-01-11 10:00:00+00:00,0.134100914,0.894662921,0.736722996,0.88,0.09,0.134100914
2015-01-11 11:00:00+00:00,0.172028446,0.890449438,0.758903758,0.89,0.1,0.172028446
2015-01-11 12:00:00+00:00,0.16830342,0.887640449,0.781083953,0.88,0.08,0.16830342
2015-01-11 13:00:00+00:00,0.145614629,0.894662921,0.76154713,0.9,0.08,0.145614629
2015-01-11 14:00:00+00:00,0.07653234,0.898876405,0.700294888,0.92,0.07,0.07653234
2015-01-11 15:00:00+00:00,0.01523874,0.894662921,0.634606403,0.9,0.08,0.01523874
2015-01-11 16:00:00+00:00,0,0.898876405,0.634598301,0.92,0.11,0
2015-01-11 17:00:00+00:00,0,0.89747191,0.710030991,0.92,0.12,0
2015-01-11 18:00:00+00:00,0,0.898876405,0.74996066,0.92,0.08,0
2015-01-11 19:00:00+00:00,0,0.898876405,0.75793873,0.92,0.08,0
2015-01-11 20:00:00+00:00,0,0.898876405,0.725091377,0.92,0.08,0
2015-01-11 21:00:00+00:00,0,0.898876405,0.748156949,0.9,0.08,0
2015-01-11 22:00:00+00:00,0,0.898876405,0.779209271,0.87,0.11,0
2015-01-11 23:00:00+00:00,0,0.89747191,0.757012554,0.88,0.08,0
2015-01-12 00:00:00+00:00,0,0.898876405,0.720617053,0.9,0.08,0
2015-01-12 01:00:00+00:00,0,0.893258427,0.749893641,0.92,0.08,0
2015-01-12 02:00:00+00:00,0,0.889044944,0.784494102,0.92,0.08,0
2015-01-12 03:00:00+00:00,0,0.894662921,0.807557149,0.88,0.09,0
2015-01-12 04:00:00+00:00,0,0.894662921,0.803997183,0.86,0.1,0
2015-01-12 05:00:00+00:00,0,0.886235955,0.831496406,0.88,0.08,0
2015-01-12 06:00:00+00:00,0,0.837078652,0.847458838,0.87,0.08,0
2015-01-12 07:00:00+00:00,0,0.875,0.8483354,0.89,0.04,0
2015-01-12 08:00:00+00:00,0.003047748,0.883426966,0.831464564,0.85,0.08,0.003047748
2015-01-12 09:00:00+00:00,0.019302404,0.879213483,0.850975815,0.89,0.12,0.019302404
2015-01-12 10:00:00+00:00,0.033863867,0.876404494,0.842091491,0.92,0.08,0.033863867
2015-01-12 11:00:00+00:00,0.040298002,0.876404494,0.835869398,0.91,0.04,0.040298002
2015-01-12 12:00:00+00:00,0.041991195,0.883426966,0.854492522,0.9,0.08,0.041991195
2015-01-12 13:00:00+00:00,0.037588893,0.872191011,0.833186123,0.86,0.06,0.037588893
2015-01-12 14:00:00+00:00,0.025059262,0.844101124,0.826964383,0.84,0.06,0.025059262
2015-01-12 15:00:00+00:00,0.005418219,0.873595506,0.818080932,0.83,0.03,0.005418219
2015-01-12 16:00:00+00:00,0,0.889044944,0.810972265,0.85,0.08,0
2015-01-12 17:00:00+00:00,0,0.889044944,0.835805386,0.81,0.08,0
2015-01-12 18:00:00+00:00,0,0.890449438,0.828696674,0.82,0.12,0
2015-01-12 19:00:00+00:00,0,0.855337079,0.811828458,0.79,0.08,0
2015-01-12 20:00:00+00:00,0,0.889044944,0.830449987,0.79,0.08,0
2015-01-12 21:00:00+00:00,0,0.891853933,0.826890502,0.78,0.1,0
2015-01-12 22:00:00+00:00,0,0.890449438,0.818895056,0.81,0.07,0
2015-01-12 23:00:00+00:00,0,0.891853933,0.843726175,0.79,0.1,0
2015-01-13 00:00:00+00:00,0,0.886235955,0.839279469,0.77,0.14,0
2015-01-13 01:00:00+00:00,0,0.879213483,0.848140521,0.74,0.15,0
2015-01-13 02:00:00+00:00,0,0.882022472,0.799335624,0.76,0.19,0
2015-01-13 03:00:00+00:00,0,0.865168539,0.807309806,0.74,0.16,0
2015-01-13 04:00:00+00:00,0,0.865168539,0.855205188,0.73,0.19,0
2015-01-13 05:00:00+00:00,0,0.875,0.863178453,0.72,0.17,0
2015-01-13 06:00:00+00:00,0,0.846910112,0.838328087,0.72,0.14,0
2015-01-13 07:00:00+00:00,0,0.855337079,0.844527147,0.7,0.15,0
2015-01-13 08:00:00+00:00,0.023366068,0.810393258,0.825000236,0.71,0.18,0.023366068
2015-01-13 09:00:00+00:00,0.049102608,0.766853933,0.788619194,0.71,0.2,0.049102608
2015-01-13 10:00:00+00:00,0.045377582,0.674157303,0.757561527,0.72,0.19,0.045377582
2015-01-13 11:00:00+00:00,0.037927531,0.759831461,0.751342418,0.75,0.18,0.037927531
2015-01-13 12:00:00+00:00,0.034202506,0.811797753,0.714076658,0.72,0.14,0.034202506
2015-01-13 13:00:00+00:00,0.044023027,0.688202247,0.634233907,0.76,0.17,0.044023027
2015-01-13 14:00:00+00:00,0.034541145,0.695224719,0.576568922,0.74,0.15,0.034541145
2015-01-13 15:00:00+00:00,0.01286827,0.876404494,0.60672017,0.71,0.12,0.01286827
2015-01-13 16:00:00+00:00,0,0.893258427,0.577441215,0.73,0.11,0
2015-01-13 17:00:00+00:00,0,0.896067416,0.62621858,0.71,0.12,0
2015-01-13 18:00:00+00:00,0,0.894662921,0.520659513,0.69,0.12,0
2015-01-13 19:00:00+00:00,0,0.896067416,0.465660574,0.65,0.1,0
2015-01-13 20:00:00+00:00,0,0.889044944,0.51532446,0.66,0.09,0
2015-01-13 21:00:00+00:00,0,0.846910112,0.55700453,0.65,0.08,0
2015-01-13 22:00:00+00:00,0,0.876404494,0.55256273,0.68,0.08,0
2015-01-13 23:00:00+00:00,0,0.883426966,0.658100023,0.71,0.07,0
2015-01-14 00:00:00+00:00,0,0.870786517,0.701550508,0.72,0.08,0
2015-01-14 01:00:00+00:00,0,0.889044944,0.595999907,0.76,0.11,0
2015-01-14 02:00:00+00:00,0,0.889044944,0.457636947,0.72,0.09,0
2015-01-14 03:00:00+00:00,0,0.876404494,0.476255631,0.74,0.08,0
2015-01-14 04:00:00+00:00,0,0.879213483,0.614601381,0.73,0.08,0
2015-01-14 05:00:00+00:00,0,0.883426966,0.570250571,0.76,0.06,0
