,PHOT,WTOF,WTON,HROR
2015-01-02 06:00:00+00:00,0,0.928370787,0.753930357,
2015-01-02 07:00:00+00:00,0,0.827247191,0.733448241,
2015-01-02 08:00:00+00:00,0.002370471,0.707865169,0.660451003,
2015-01-02 09:00:00+00:00,0.024043346,0.540730337,0.544731588,
2015-01-02 10:00:00+00:00,0.057229936,0.887640449,0.454827251,
2015-01-02 11:00:00+00:00,0.111412123,0.914325843,0.421889152,
2015-01-02 12:00:00+00:00,0.187944463,0.922752809,0.469946456,
2015-01-02 13:00:00+00:00,0.197426346,0.928370787,0.430778736,
2015-01-02 14:00:00+00:00,0.117507619,0.933988764,0.405852455,
2015-01-02 15:00:00+00:00,0.018963766,0.933988764,0.407627291,
2015-01-02 16:00:00+00:00,0,0.931179775,0.405842063,
2015-01-02 17:00:00+00:00,0,0.922752809,0.417406778,
2015-01-02 18:00:00+00:00,0,0.89747191,0.41028158,
2015-01-02 19:00:00+00:00,0,0.89747191,0.380017336,
2015-01-02 20:00:00+00:00,0,0.872191011,0.362213292,
2015-01-02 21:00:00+00:00,0,0.820224719,0.302582169,
2015-01-02 22:00:00+00:00,0,0.71488764,0.248292189,
2015-01-02 23:00:00+00:00,0,0.646067416,0.234050214,
2015-01-03 00:00:00+00:00,0,0.539325843,0.169973455,
2015-01-03 01:00:00+00:00,0,0.391853933,0.179760201,
2015-01-03 02:00:00+00:00,0,0.471910112,0.233151335,
2015-01-03 03:00:00+00:00,0,0.523876405,0.323916029,
2015-01-03 04:00:00+00:00,0,0.655898876,0.419127739,
2015-01-03 05:00:00+00:00,0,0.671348315,0.438699215,
2015-01-03 06:00:00+00:00,0,0.574438202,0.328352816,
2015-01-03 07:00:00+00:00,0,0.52247191,0.328348612,
2015-01-03 08:00:00+00:00,0.001354555,0.662921348,0.26516703,
2015-01-03 09:00:00+00:00,0.005418219,0.540730337,0.203766687,
2015-01-03 10:00:00+00:00,0.009820522,0.349719101,0.108555535,
2015-01-03 11:00:00+00:00,0.018625127,0.448033708,0.10677457,
2015-01-03 12:00:00+00:00,0.025736539,0.383426966,0.13168695,
2015-01-03 13:00:00+00:00,0.024720623,0.230337079,0.124567142,
2015-01-03 14:00:00+00:00,0.009820522,0.014044944,0.201084384,
2015-01-03 15:00:00+00:00,0.001354555,0.011235955,0.350558555,
2015-01-03 16:00:00+00:00,0,0.036516854,0.321192941,
2015-01-03 17:00:00+00:00,0,0.33988764,0.180613109,
2015-01-03 18:00:00+00:00,0,0.362359551,0.228655049,
2015-01-03 19:00:00+00:00,0,0.386235955,0.17349091,
2015-01-03 20:00:00+00:00,0,0.405898876,0.076512961,
2015-01-03 21:00:00+00:00,0,0.262640449,0.085408724,
2015-01-03 22:00:00+00:00,0,0.318820225,0.089855945,
2015-01-03 23:00:00+00:00,0,0.375,0.134337366,
2015-01-04 00:00:00+00:00,0,0.332865169,0.165473049,
2015-01-04 01:00:00+00:00,0,0.245786517,0.151236872,
2015-01-04 02:00:00+00:00,0,0.233146067,0.155683023,
2015-01-04 03:00:00+00:00,0,0.219101124,0.165466696,
2015-01-04 04:00:00+00:00,0,0.158707865,0.17169174,
2015-01-04 05:00:00+00:00,0,0.183988764,0.12543122,
2015-01-04 06:00:00+00:00,0,0.167134832,0.09696332,
2015-01-04 07:00:00+00:00,0,0.133426966,0.110305484,
2015-01-04 08:00:00+00:00,0.023704707,0.08988764,0.117420464,
2015-01-04 09:00:00+00:00,0.104977989,0.051966292,0.100517748,
2015-01-04 10:00:00+00:00,0.197426346,0.037921348,0.083615464,
2015-01-04 11:00:00+00:00,0.26786319,0.042134832,0.076498275,
2015-01-04 12:00:00+00:00,0.281408737,0.037921348,0.059596731,
2015-01-04 13:00:00+00:00,0.223162885,0.030898876,0.054259016,
2015-01-04 14:00:00+00:00,0.120555367,0.043539326,0.056037283,
2015-01-04 15:00:00+00:00,0.024043346,0.03511236,0.057815504,
2015-01-04 16:00:00+00:00,0,0.042134832,0.095171997,
2015-01-04 17:00:00+00:00,0,0.042134832,0.100507459,
2015-01-04 18:00:00+00:00,0,0.103932584,0.071154813,
2015-01-04 19:00:00+00:00,0,0.181179775,0.090721225,
2015-01-04 20:00:00+00:00,0,0.252808989,0.119181261,
2015-01-04 21:00:00+00:00,0,0.316011236,0.128963148,
2015-01-04 22:00:00+00:00,0,0.195224719,0.163647694,
2015-01-04 23:00:00+00:00,0,0.078651685,0.215229539,
2015-01-05 00:00:00+00:00,0,0.103932584,0.251690828,
2015-01-05 01:00:00+00:00,0,0.198033708,0.223228232,
2015-01-05 02:00:00+00:00,0,0.290730337,0.275696679,
2015-01-05 03:00:00+00:00,0,0.306179775,0.282807814,
2015-01-05 04:00:00+00:00,0,0.18258427,0.249899305,
2015-01-05 05:00:00+00:00,0,0.066011236,0.188533719,
2015-01-05 06:00:00+00:00,0,0.139044944,0.209874474,
2015-01-05 07:00:00+00:00,0,0.189606742,0.212539651,
2015-01-05 08:00:00+00:00,0.024720623,0.301966292,0.230322449,
2015-01-05 09:00:00+00:00,0.104977989,0.337078652,0.256997437,
2015-01-05 10:00:00+00:00,0.195055875,0.308988764,0.23120581,
2015-01-05 11:00:00+00:00,0.240094819,0.252808989,0.158285029,
2015-01-05 12:00:00+00:00,0.231290213,0.237359551,0.109375335,
2015-01-05 13:00:00+00:00,0.169319336,0.21488764,0.087143461,
2015-01-05 14:00:00+00:00,0.087707416,0.233146067,0.080028685,
2015-01-05 15:00:00+00:00,0.017270572,0.240168539,0.092476409,
2015-01-05 16:00:00+00:00,0,0.196629214,0.096031966,
2015-01-05 17:00:00+00:00,0,0.198033708,0.101365778,
2015-01-05 18:00:00+00:00,0,0.237359551,0.116480238,
2015-01-05 19:00:00+00:00,0,0.220505618,0.121813652,
2015-01-05 20:00:00+00:00,0,0.172752809,0.120922955,
2015-01-05 21:00:00+00:00,0,0.116573034,0.091580184,
2015-01-05 22:00:00+00:00,0,0.108146067,0.078242263,
2015-01-05 23:00:00+00:00,0,0.092696629,0.085354105,
2015-01-06 00:00:00+00:00,0,0.122191011,0.102245797,
2015-01-06 01:00:00+00:00,0,0.146067416,0.14492045,
2015-01-06 02:00:00+00:00,0,0.148876405,0.184037727,
2015-01-06 03:00:00+00:00,0,0.146067416,0.174255716,
2015-01-06 04:00:00+00:00,0,0.141853933,0.168030148,
2015-01-06 05:00:00+00:00,0,0.101123596,0.160026666,
2015-01-06 06:00:00+00:00,0,0.108146067,0.204475903,
2015-01-06 07:00:00+00:00,0,0.126404494,0.179580888,
2015-01-06 08:00:00+00:00,0.023366068,0.148876405,0.279146919,
2015-01-06 09:00:00+00:00,0.093464274,0.146067416,0.254251585,
2015-01-06 10:00:00+00:00,0.174737555,0.221910112,0.23824669,
2015-01-06 11:00:00+00:00,0.190653573,0.30758427,0.222242205,
2015-01-06 12:00:00+00:00,0.165255672,0.353932584,0.159123384,
2015-01-06 13:00:00+00:00,0.112766678,0.426966292,0.12267456,
2015-01-06 14:00:00+00:00,0.045038943,0.592696629,0.136007012,
2015-01-06 15:00:00+00:00,0.007450051,0.733146067,0.194674214,
2015-01-06 16:00:00+00:00,0,0.83005618,0.266673595,
2015-01-06 17:00:00+00:00,0,0.70505618,0.292448303,
2015-01-06 18:00:00+00:00,0,0.706460674,0.360000146,
2015-01-06 19:00:00+00:00,0,0.693820225,0.376884223,
2015-01-06 20:00:00+00:00,0,0.676966292,0.329769478,
2015-01-06 21:00:00+00:00,0,0.609550562,0.256879139,
2015-01-06 22:00:00+00:00,0,0.391853933,0.193767946,
2015-01-06 23:00:00+00:00,0,0.296348315,0.130658366,
2015-01-07 00:00:00+00:00,0,0.280898876,0.110213811,
2015-01-07 01:00:00+00:00,0,0.245786517,0.11554526,
2015-01-07 02:00:00+00:00,0,0.126404494,0.128875758,
2015-01-07 03:00:00+00:00,0,0.087078652,0.116431093,
2015-01-07 04:00:00+00:00,0,0.132022472,0.10309797,
2015-01-07 05:00:00+00:00,0,0.216292135,0.093320245,
2015-01-07 06:00:00+00:00,0,0.323033708,0.103095334,
2015-01-07 07:00:00+00:00,0,0.418539326,0.151974799,
2015-01-07 08:00:00+00:00,0.029461565,0.521067416,0.23195857,
2015-01-07 09:00:00+00:00,0.128005418,0.570224719,0.223068417,
2015-01-07 10:00:00+00:00,0.238062987,0.58005618,0.125307748,
2015-01-07 11:00:00+00:00,0.305113444,0.667134832,0.197290527,
2015-01-07 12:00:00+00:00,0.265831358,0.775280899,0.171516149,
2015-01-07 13:00:00+00:00,0.17609211,0.813202247,0.19639681,
2015-01-07 14:00:00+00:00,0.080257365,0.882022472,0.247936694,
2015-01-07 15:00:00+00:00,0.013884186,0.901685393,0.2843682,
2015-01-07 16:00:00+00:00,0,0.907303371,0.356344346,
2015-01-07 17:00:00+00:00,0,0.918539326,0.417655116,
2015-01-07 18:00:00+00:00,0,0.91994382,0.478075702,
2015-01-07 19:00:00+00:00,0,0.925561798,0.45052283,
2015-01-07 20:00:00+00:00,0,0.924157303,0.503832701,
2015-01-07 21:00:00+00:00,0,0.925561798,0.552698297,
2015-01-07 22:00:00+00:00,0,0.926966292,0.634439775,
2015-01-07 23:00:00+00:00,0,0.931179775,0.671751175,
2015-01-08 00:00:00+00:00,0,0.925561798,0.666411298,
2015-01-08 01:00:00+00:00,0,0.924157303,0.70549841,
2015-01-08 02:00:00+00:00,0,0.925561798,0.703712341,
2015-01-08 03:00:00+00:00,0,0.914325843,0.669051288,
2015-01-08 04:00:00+00:00,0,0.922752809,0.641499145,
2015-01-08 05:00:00+00:00,0,0.924157303,0.661926253,
2015-01-08 06:00:00+00:00,0,0.911516854,0.669914115,
2015-01-08 07:00:00+00:00,0,0.884831461,0.679678711,
2015-01-08 08:00:00+00:00,0.001354555,0.884831461,0.69921609,
2015-01-08 09:00:00+00:00,0.008465967,0.879213483,0.591705165,
2015-01-08 10:00:00+00:00,0.010497799,0.445224719,0.777380484,
2015-01-08 11:00:00+00:00,0.011852354,0.120786517,0.776482125,
2015-01-08 12:00:00+00:00,0.01286827,0.491573034,0.789798384,
2015-01-08 13:00:00+00:00,0.006434135,0.46488764,0.795118695,
2015-01-08 14:00:00+00:00,0.006772774,0.258426966,0.75424262,
2015-01-08 15:00:00+00:00,0.008804606,0.512640449,0.632525186,
2015-01-08 16:00:00+00:00,0,0.484550562,0.456620492,
2015-01-08 17:00:00+00:00,0,0.752808989,0.453949591,
2015-01-08 18:00:00+00:00,0,0.884831461,0.457497166,
2015-01-08 19:00:00+00:00,0,0.882022472,0.498354622,
2015-01-08 20:00:00+00:00,0,0.872191011,0.545429283,
2015-01-08 21:00:00+00:00,0,0.811797753,0.60849232,
2015-01-08 22:00:00+00:00,0,0.651685393,0.577394094,
2015-01-08 23:00:00+00:00,0,0.775280899,0.648449696,
2015-01-09 00:00:00+00:00,0,0.745786517,0.710620723,
2015-01-09 01:00:00+00:00,0,0.856741573,0.798549834,
2015-01-09 02:00:00+00:00,0,0.911516854,0.788768845,
2015-01-09 03:00:00+00:00,0,0.912921348,0.819847231,
2015-01-09 04:00:00+00:00,0,0.912921348,0.89711281,
2015-01-09 05:00:00+00:00,0,0.825842697,0.891772032,
2015-01-09 06:00:00+00:00,0,0.863764045,0.891760638,
2015-01-09 07:00:00+00:00,0,0.905898876,0.909513173,
2015-01-09 08:00:00+00:00,0.000677277,0.904494382,0.892626036,
2015-01-09 09:00:00+00:00,0.009143244,0.908707865,0.872186634,
2015-01-09 10:00:00+00:00,0.022350152,0.917134832,0.850859593,
2015-01-09 11:00:00+00:00,0.032170674,0.917134832,0.858842082,
2015-01-09 12:00:00+00:00,0.038943447,0.914325843,0.848173433,
2015-01-09 13:00:00+00:00,0.047070776,0.922752809,0.834840671,
2015-01-09 14:00:00+00:00,0.017609211,0.928370787,0.838382473,
2015-01-09 15:00:00+00:00,0.000677277,0.905898876,0.864126827,
2015-01-09 16:00:00+00:00,0,0.603932584,0.86056341,
2015-01-09 17:00:00+00:00,0,0.418539326,0.881866408,
2015-01-09 18:00:00+00:00,0,0.418539326,0.90228079,
2015-01-09 19:00:00+00:00,0,0.418539326,0.899605082,
2015-01-09 20:00:00+00:00,0,0.418539326,0.874728219,
2015-01-09 21:00:00+00:00,0,0.45505618,0.861396481,
2015-01-09 22:00:00+00:00,0,0.766853933,0.881810081,
2015-01-09 23:00:00+00:00,0,0.879213483,0.876470727,
2015-01-10 00:00:00+00:00,0,0.896067416,0.877347535,
2015-01-10 01:00:00+00:00,0,0.891853933,0.864904436,
2015-01-10 02:00:00+00:00,0,0.728932584,0.852461656,
2015-01-10 03:00:00+00:00,0,0.676966292,0.831139497,
2015-01-10 04:00:00+00:00,0,0.637640449,0.839120505,
2015-01-10 05:00:00+00:00,0,0.566011236,0.843549521,
2015-01-10 06:00:00+00:00,0,0.519662921,0.83288352,
2015-01-10 07:00:00+00:00,0,0.435393258,0.833760806,
2015-01-10 08:00:00+00:00,0.003047748,0.424157303,0.826646853,
2015-01-10 09:00:00+00:00,0.017270572,0.425561798,0.826636295,
2015-01-10 10:00:00+00:00,0.032170674,0.425561798,0.806204263,
2015-01-10 11:00:00+00:00,0.034202506,0.425561798,0.838157603,
2015-01-10 12:00:00+00:00,0.036234338,0.633426966,0.843474103,
2015-01-10 13:00:00+00:00,0.030138842,0.866573034,0.84346333,
2015-01-10 14:00:00+00:00,0.022011514,0.887640449,0.842564713,
2015-01-10 15:00:00+00:00,0.009143244,0.890449438,0.792835278,
2015-01-10 16:00:00+00:00,0,0.891853933,0.664978767,
2015-01-10 17:00:00+00:00,0,0.893258427,0.566423278,
2015-01-10 18:00:00+00:00,0,0.891853933,0.490065292,
2015-01-10 19:00:00+00:00,0,0.735955056,0.428801654,
2015-01-10 20:00:00+00:00,0,0.266853933,0.376417349,
2015-01-10 21:00:00+00:00,0,0.893258427,0.317820024,
2015-01-10 22:00:00+00:00,0,0.893258427,0.334683293,
2015-01-10 23:00:00+00:00,0,0.893258427,0.355097102,
2015-01-11 00:00:00+00:00,0,0.893258427,0.4633958,
2015-01-11 01:00:00+00:00,0,0.893258427,0.468716203,
2015-01-11 02:00:00+00:00,0,0.893258427,0.532625247,
2015-01-11 03:00:00+00:00,0,0.889044944,0.581441803,
2015-01-11 04:00:00+00:00,0,0.886235955,0.656887695,
2015-01-11 05:00:00+00:00,0,0.886235955,0.671082103,
2015-01-11 06:00:00+00:00,0,0.886235955,0.70924306,
2015-01-11 07:00:00+00:00,0,0.891853933,0.735863566,
2015-01-11 08:00:00+00:00,0.013884186,0.893258427,0.733191247,
2015-01-11 09:00:00+00:00,0.077209617,0.891853933,0.715429297,
2015-01-11 10:00:00+00:00,0.134100914,0.894662921,0.736722996,
2015-01-11 11:00:00+00:00,0.172028446,0.890449438,0.758903758,
2015-01-11 12:00:00+00:00,0.16830342,0.887640449,0.781083953,
2015-01-11 13:00:00+00:00,0.145614629,0.894662921,0.76154713,
2015-01-11 14:00:00+00:00,0.07653234,0.898876405,0.700294888,
2015-01-11 15:00:00+00:00,0.01523874,0.894662921,0.634606403,
2015-01-11 16:00:00+00:00,0,0.898876405,0.634598301,
2015-01-11 17:00:00+00:00,0,0.89747191,0.710030991,
2015-01-11 18:00:00+00:00,0,0.898876405,0.74996066,
2015-01-11 19:00:00+00:00,0,0.898876405,0.75793873,
2015-01-11 20:00:00+00:00,0,0.898876405,0.725091377,
2015-01-11 21:00:00+00:00,0,0.898876405,0.748156949,
2015-01-11 22:00:00+00:00,0,0.898876405,0.779209271,
2015-01-11 23:00:00+00:00,0,0.89747191,0.757012554,
2015-01-12 00:00:00+00:00,0,0.898876405,0.720617053,
2015-01-12 01:00:00+00:00,0,0.893258427,0.749893641,
2015-01-12 02:00:00+00:00,0,0.889044944,0.784494102,
2015-01-12 03:00:00+00:00,0,0.894662921,0.807557149,
2015-01-12 04:00:00+00:00,0,0.894662921,0.803997183,
2015-01-12 05:00:00+00:00,0,0.886235955,0.831496406,
2015-01-12 06:00:00+00:00,0,0.837078652,0.847458838,
2015-01-12 07:00:00+00:00,0,0.875,0.8483354,
2015-01-12 08:00:00+00:00,0.003047748,0.883426966,0.831464564,
2015-01-12 09:00:00+00:00,0.019302404,0.879213483,0.850975815,
2015-01-12 10:00:00+00:00,0.033863867,0.876404494,0.842091491,
2015-01-12 11:00:00+00:00,0.040298002,0.876404494,0.835869398,
2015-01-12 12:00:00+00:00,0.041991195,0.883426966,0.854492522,
2015-01-12 13:00:00+00:00,0.037588893,0.872191011,0.833186123,
2015-01-12 14:00:00+00:00,0.025059262,0.844101124,0.826964383,
2015-01-12 15:00:00+00:00,0.005418219,0.873595506,0.818080932,
2015-01-12 16:00:00+00:00,0,0.889044944,0.810972265,
2015-01-12 17:00:00+00:00,0,0.889044944,0.835805386,
2015-01-12 18:00:00+00:00,0,0.890449438,0.828696674,
2015-01-12 19:00:00+00:00,0,0.855337079,0.811828458,
2015-01-12 20:00:00+00:00,0,0.889044944,0.830449987,
2015-01-12 21:00:00+00:00,0,0.891853933,0.826890502,
2015-01-12 22:00:00+00:00,0,0.890449438,0.818895056,
2015-01-12 23:00:00+00:00,0,0.891853933,0.843726175,
2015-01-13 00:00:00+00:00,0,0.886235955,0.839279469,
2015-01-13 01:00:00+00:00,0,0.879213483,0.848140521,
2015-01-13 02:00:00+00:00,0,0.882022472,0.799335624,
2015-01-13 03:00:00+00:00,0,0.865168539,0.807309806,
2015-01-13 04:00:00+00:00,0,0.865168539,0.855205188,
2015-01-13 05:00:00+00:00,0,0.875,0.863178453,
2015-01-13 06:00:00+00:00,0,0.846910112,0.838328087,
2015-01-13 07:00:00+00:00,0,0.855337079,0.844527147,
2015-01-13 08:00:00+00:00,0.023366068,0.810393258,0.825000236,
2015-01-13 09:00:00+00:00,0.049102608,0.766853933,0.788619194,
2015-01-13 10:00:00+00:00,0.045377582,0.674157303,0.757561527,
2015-01-13 11:00:00+00:00,0.037927531,0.759831461,0.751342418,
2015-01-13 12:00:00+00:00,0.034202506,0.811797753,0.714076658,
2015-01-13 13:00:00+00:00,0.044023027,0.688202247,0.634233907,
2015-01-13 14:00:00+00:00,0.034541145,0.695224719,0.576568922,
2015-01-13 15:00:00+00:00,0.01286827,0.876404494,0.60672017,
2015-01-13 16:00:00+00:00,0,0.893258427,0.577441215,
2015-01-13 17:00:00+00:00,0,0.896067416,0.62621858,
2015-01-13 18:00:00+00:00,0,0.894662921,0.520659513,
2015-01-13 19:00:00+00:00,0,0.896067416,0.465660574,
2015-01-13 20:00:00+00:00,0,0.889044944,0.51532446,
2015-01-13 21:00:00+00:00,0,0.846910112,0.55700453,
2015-01-13 22:00:00+00:00,0,0.876404494,0.55256273,
2015-01-13 23:00:00+00:00,0,0.883426966,0.658100023,
2015-01-14 00:00:00+00:00,0,0.870786517,0.701550508,
2015-01-14 01:00:00+00:00,0,0.889044944,0.595999907,
2015-01-14 02:00:00+00:00,0,0.889044944,0.457636947,
2015-01-14 03:00:00+00:00,0,0.876404494,0.476255631,
2015-01-14 04:00:00+00:00,0,0.879213483,0.614601381,
2015-01-14 05:00:00+00:00,0,0.883426966,0.570250571,
2015-01-14 06:00:00+00:00,0,0.848314607,0.546298399,
2015-01-14 07:00:00+00:00,0,0.880617978,0.659806532,
2015-01-14 08:00:00+00:00,0.003386387,0.889044944,0.713894466,
2015-01-14 09:00:00+00:00,0.014222824,0.890449438,0.71211173,
2015-01-14 10:00:00+00:00,0.039959363,0.879213483,0.650913253,
2015-01-14 11:00:00+00:00,0.080257365,0.886235955,0.571980507,
2015-01-14 12:00:00+00:00,0.157128344,0.882022472,0.61897256,
2015-01-14 13:00:00+00:00,0.188621741,0.827247191,0.62251174,
2015-01-14 14:00:00+00:00,0.118184897,0.744382023,0.595901072,
2015-01-14 15:00:00+00:00,0.039620725,0.575842697,0.453127327,
2015-01-14 16:00:00+00:00,0,0.691011236,0.370655199,
2015-01-14 17:00:00+00:00,0,0.853932584,0.500112119,
2015-01-14 18:00:00+00:00,0,0.81741573,0.57724971,
2015-01-14 19:00:00+00:00,0,0.893258427,0.614483789,
2015-01-14 20:00:00+00:00,0,0.890449438,0.673884159,
2015-01-14 21:00:00+00:00,0,0.891853933,0.734169693,
2015-01-14 22:00:00+00:00,0,0.891853933,0.796227024,
2015-01-14 23:00:00+00:00,0,0.842696629,0.81660995,
2015-01-15 00:00:00+00:00,0,0.810393258,0.814826246,
2015-01-15 01:00:00+00:00,0,0.799157303,0.805062889,
2015-01-15 02:00:00+00:00,0,0.845505618,0.792639915,
2015-01-15 03:00:00+00:00,0,0.804775281,0.81656829,
2015-01-15 04:00:00+00:00,0,0.553370787,0.808578483,
2015-01-15 05:00:00+00:00,0,0.632022472,0.804135231,
2015-01-15 06:00:00+00:00,0,0.782303371,0.803238398,
2015-01-15 07:00:00+00:00,0,0.78511236,0.805001285,
2015-01-15 08:00:00+00:00,0.007450051,0.863764045,0.809423789,
2015-01-15 09:00:00+00:00,0.01794785,0.824438202,0.81739235,
2015-01-15 10:00:00+00:00,0.026413817,0.844101124,0.797878236,
2015-01-15 11:00:00+00:00,0.034541145,0.876404494,0.79166242,
2015-01-15 12:00:00+00:00,0.040298002,0.882022472,0.795198359,
2015-01-15 13:00:00+00:00,0.035895699,0.860955056,0.762387813,
2015-01-15 14:00:00+00:00,0.025059262,0.886235955,0.761491604,
2015-01-15 15:00:00+00:00,0.010497799,0.891853933,0.790735564,
2015-01-15 16:00:00+00:00,0,0.891853933,0.767677428,
2015-01-15 17:00:00+00:00,0,0.880617978,0.782737327,
2015-01-15 18:00:00+00:00,0,0.869382023,0.788932432,
2015-01-15 19:00:00+00:00,0,0.873595506,0.710916565,
2015-01-15 20:00:00+00:00,0,0.884831461,0.688747041,
2015-01-15 21:00:00+00:00,0,0.814606742,0.694056701,
2015-01-15 22:00:00+00:00,0,0.757022472,0.731276472,
2015-01-15 23:00:00+00:00,0,0.69241573,0.729494378,
2015-01-16 00:00:00+00:00,0,0.855337079,0.678075436,
2015-01-16 01:00:00+00:00,0,0.876404494,0.568157925,
2015-01-16 02:00:00+00:00,0,0.855337079,0.503447093,
2015-01-16 03:00:00+00:00,0,0.844101124,0.426329162,
2015-01-16 04:00:00+00:00,0,0.783707865,0.39087061,
2015-01-16 05:00:00+00:00,0,0.773876405,0.398842476,
2015-01-16 06:00:00+00:00,0,0.83005618,0.343886461,
2015-01-16 07:00:00+00:00,0,0.844101124,0.253480088,
2015-01-16 08:00:00+00:00,0.016931934,0.757022472,0.217139265,
2015-01-16 09:00:00+00:00,0.074500508,0.60252809,0.171936654,
2015-01-16 10:00:00+00:00,0.152387403,0.452247191,0.132052757,
2015-01-16 11:00:00+00:00,0.219776499,0.429775281,0.138254815,
2015-01-16 12:00:00+00:00,0.303420251,0.425561798,0.163953941,
2015-01-16 13:00:00+00:00,0.251947172,0.325842697,0.155089588,
2015-01-16 14:00:00+00:00,0.119539451,0.200842697,0.138249528,
2015-01-16 15:00:00+00:00,0.024720623,0.323033708,0.134702951,
2015-01-16 16:00:00+00:00,0,0.175561798,0.12938408,
2015-01-16 17:00:00+00:00,0,0.29494382,0.139130422,
2015-01-16 18:00:00+00:00,0,0.342696629,0.144445666,
2015-01-16 19:00:00+00:00,0,0.376404494,0.148874617,
2015-01-16 20:00:00+00:00,0,0.342696629,0.154189602,
2015-01-16 21:00:00+00:00,0,0.35252809,0.141781735,
2015-01-16 22:00:00+00:00,0,0.424157303,0.142666052,
2015-01-16 23:00:00+00:00,0,0.299157303,0.10633359,
2015-01-17 00:00:00+00:00,0,0.25,0.109876643,
2015-01-17 01:00:00+00:00,0,0.183988764,0.110761333,
2015-01-17 02:00:00+00:00,0,0.141853933,0.096582651,
2015-01-17 03:00:00+00:00,0,0.224719101,0.080632195,
2015-01-17 04:00:00+00:00,0,0.171348315,0.055821577,
2015-01-17 05:00:00+00:00,0,0.158707865,0.038099956,
2015-01-17 06:00:00+00:00,0,0.189606742,0.035441368,
2015-01-17 07:00:00+00:00,0,0.233146067,0.037212962,
2015-01-17 08:00:00+00:00,0.036911615,0.248595506,0.048730638,
2015-01-17 09:00:00+00:00,0.144260075,0.363764045,0.05493202,
2015-01-17 10:00:00+00:00,0.267524551,0.484550562,0.056703298,
2015-01-17 11:00:00+00:00,0.346766001,0.58005618,0.057588553,
2015-01-17 12:00:00+00:00,0.352861497,0.608146067,0.094798409,
2015-01-17 13:00:00+00:00,0.289536065,0.716292135,0.123147766,
2015-01-17 14:00:00+00:00,0.174737555,0.754213483,0.154154231,
2015-01-17 15:00:00+00:00,0.045038943,0.879213483,0.225026872,
2015-01-17 16:00:00+00:00,0.000338639,0.814606742,0.329562715,
2015-01-17 17:00:00+00:00,0,0.77247191,0.407518593,
2015-01-17 18:00:00+00:00,0,0.901685393,0.479271194,
2015-01-17 19:00:00+00:00,0,0.880617978,0.535075993,
2015-01-17 20:00:00+00:00,0,0.866573034,0.551014945,
2015-01-17 21:00:00+00:00,0,0.755617978,0.549236193,
2015-01-17 22:00:00+00:00,0,0.612359551,0.495192128,
2015-01-17 23:00:00+00:00,0,0.640449438,0.474811446,
2015-01-18 00:00:00+00:00,0,0.530898876,0.452659622,
2015-01-18 01:00:00+00:00,0,0.573033708,0.433165821,
2015-01-18 02:00:00+00:00,0,0.723314607,0.408357666,
2015-01-18 03:00:00+00:00,0,0.716292135,0.425182608,
2015-01-18 04:00:00+00:00,0,0.554775281,0.430491905,
2015-01-18 05:00:00+00:00,0,0.429775281,0.461488528,
2015-01-18 06:00:00+00:00,0,0.308988764,0.408336853,
2015-01-18 07:00:00+00:00,0,0.306179775,0.389730859,
2015-01-18 08:00:00+00:00,0.009143244,0.28511236,0.42426978,
2015-01-18 09:00:00+00:00,0.045377582,0.244382023,0.434893127,
